video name,name,duration,link,thumbnail,created_time,modified_time,release_time
Monica Andalon's LAPD Graduation,Monica Andalon,260,https://vimeo.com/740105755,https://i.vimeocdn.com/video/1490210166-cd716610ded5a21c9cb48708800662a043bc32d4119022f3c3a55352d203a6d6-d_1920x1080?r=pad,2022-08-16T18:58:51+00:00,2023-05-02T18:25:16+00:00,2022-08-16T18:58:51+00:00
Argishti Karamyan's LAPD Graduation,Argishti Karamyan,260,https://vimeo.com/740041421,https://i.vimeocdn.com/video/1490219992-24f064de71d7310ef17b1db392b9b1012ce4c2c1a9710941399e1280658bd815-d_1920x1080?r=pad,2022-08-16T15:40:41+00:00,2022-12-04T06:07:31+00:00,2022-08-16T15:40:41+00:00
Liliana Barron's LAPD Graduation Video,Liliana Barron,261,https://vimeo.com/740085585,https://i.vimeocdn.com/video/1490213278-d02941ab4fa5221681121c2d429f4daf55faf82789bcf9c8f6bc47f2fd5afd8d-d_1920x1080?r=pad,2022-08-16T17:52:58+00:00,2023-04-15T21:40:12+00:00,2022-08-16T17:52:58+00:00
Douglas Cubillas's LAPD Graduation Video,Douglas Cubillas,262,https://vimeo.com/740038891,https://i.vimeocdn.com/video/1490222310-ba2a5b205351025e1ad39bdd3cf7ed754f0625965a92d4c14bb199c372f5c1ef-d_1920x1080?r=pad,2022-08-16T15:33:18+00:00,2022-11-27T08:06:52+00:00,2022-08-16T15:33:18+00:00
LAPD Graduation - William Saldana-Beene,William Saldana-Beene,272,https://vimeo.com/810671296,https://i.vimeocdn.com/video/1638365110-a0aca1400fbca22b8d35028b68bbe74a38c5d26e8ae2559a600b3b91b13cc9ec-d_1920x1080?r=pad,2023-03-22T19:39:13+00:00,2023-05-07T21:41:11+00:00,2023-03-22T19:39:13+00:00
Jennifer Herrera's LAPD Graduation,Jennifer Herrera,272,https://vimeo.com/740053808,https://i.vimeocdn.com/video/1490217235-e39bc3c1d0b4977d545dc057f60cb09f95ef3d6e8bf0efc82e3c5ee746624dd4-d_1920x1080?r=pad,2022-08-16T16:16:07+00:00,2023-01-17T03:39:53+00:00,2022-08-16T16:16:07+00:00
Keith Honore's LAPD Graduation,Keith Honore,273,https://vimeo.com/740065435,https://i.vimeocdn.com/video/1489259160-05ca3021daecf12e58598ab59b05b519faf8e7e7f5a762d1dac1ce064dc9731e-d_1920x1080?r=pad,2022-08-16T16:51:30+00:00,2022-12-22T21:40:31+00:00,2022-08-16T16:51:30+00:00
Oscar Rodriguez's LAPD Graduation Video,Oscar Rodriguez,275,https://vimeo.com/740170984,https://i.vimeocdn.com/video/1490200623-4aca386a63597a52a68a946691cf0e7a2cdbfdb407e59182978df28ea97ef5de-d_1920x1080?r=pad,2022-08-16T23:00:46+00:00,2023-01-17T03:11:51+00:00,2022-08-16T23:00:46+00:00
Stephan Wolter's LAPD Graduation,Stephan Wolter,276,https://vimeo.com/740171112,https://i.vimeocdn.com/video/1490197819-15664492f9df025cd8c02b430d6750f81ae8c161fb930627f7cfb10da5dbd8b5-d_1920x1080?r=pad,2022-08-16T23:01:28+00:00,2023-03-22T04:38:17+00:00,2022-08-16T23:01:28+00:00
Mike Gadimyan's LAPD Graduation,Mike Gadimyan,279,https://vimeo.com/740170824,https://i.vimeocdn.com/video/1490202600-a9488c1f3424b55d4604b32ea18f0bd34da8f31c7b94f2aa971fcdecafd3226d-d_1920x1080?r=pad,2022-08-16T23:00:02+00:00,2023-05-06T11:12:17+00:00,2022-08-16T23:00:02+00:00
Brandon Gonzalez LAPD Graduation Video.mp4,Brandon Gonzalez,289,https://vimeo.com/812983757,https://i.vimeocdn.com/video/1643935182-2cf8f4aaf76e248a625c1eb700f60df63fee3ceeadda3d7d321f85a282756cdf-d_1920x1080?r=pad,2023-03-29T22:06:22+00:00,2023-05-07T21:41:01+00:00,2023-03-29T22:06:22+00:00
Dorian Zou LAPD Graduation Video,Dorian Zou ,327,https://vimeo.com/748192866,https://i.vimeocdn.com/video/1506053301-1302900ce19fbaea3d058458b705e45a3684cc5892a777139767992c00fe2172-d_1920x1080?r=pad,2022-09-09T22:26:12+00:00,2022-09-30T01:38:49+00:00,2022-09-09T22:26:12+00:00
Adrian Shocks LAPD Graduation,Adrian Shocks ,379,https://vimeo.com/768647657,https://i.vimeocdn.com/video/1543428923-48bfb50a125710a77aeb0c860e55bd81142c1daa06bd25a145c67721195c9e60-d_1920x1080?r=pad,2022-11-08T17:45:38+00:00,2023-02-19T01:38:17+00:00,2022-11-08T17:45:38+00:00
Anel Cholico's LAPD Graduation,Anel Cholico,397,https://vimeo.com/740170469,https://i.vimeocdn.com/video/1489444770-10f7fa04f62d631678046e53f3feaccb1dac3d2ee1c4ce6c5b4e4e9a82f68e8e-d_1920x1080?r=pad,2022-08-16T22:58:19+00:00,2022-11-27T08:09:46+00:00,2022-08-16T22:58:19+00:00
DAHLIA VILLASENOR LAPD GRADUATION VIDEO,Dahlia Villasenor ,416,https://vimeo.com/748190945,https://i.vimeocdn.com/video/1506052105-3b414d09f5d90ff68798a82f5f350fc0e4da3caebf7818bfa42530febc12c993-d_1920x1080?r=pad,2022-09-09T22:15:23+00:00,2023-01-03T22:12:25+00:00,2022-09-09T22:15:23+00:00
D.I. Ortega - LAPD Class 3-22 Graduation,D.I. Ortega,447,https://vimeo.com/750570181,https://i.vimeocdn.com/video/1509025435-db6e8d967735a7430504b2553c851975a8acf54055d097362f96ab5092e02c93-d_1920x1080?r=pad,2022-09-17T00:44:23+00:00,2023-02-10T21:20:57+00:00,2022-09-17T00:44:23+00:00
Brianna Sanabria - LAPD Graduation,Brianna Sanabria,476,https://vimeo.com/820667670,https://i.vimeocdn.com/video/1660481604-fbe68ec052eb4dc3b2e80b262dfa7f01d13caac1868b6522ee753b95f7f2ae05-d_1920x1080?r=pad,2023-04-24T20:36:42+00:00,2023-05-07T21:41:09+00:00,2023-04-24T20:36:42+00:00
Nicholas Roberts LAPD Graduation.mp4,Nicholas Roberts,542,https://vimeo.com/812935722,https://i.vimeocdn.com/video/1643926588-34de61636fe32b0bff56d3a8c4b1b66b97ea40bdc78ba72f97f21f21416e3592-d_1920x1080?r=pad,2023-03-29T19:24:29+00:00,2023-05-07T21:41:13+00:00,2023-03-29T19:24:29+00:00
Isaac Castellon's LAPD Graduation,Isaac Castellon,739,https://vimeo.com/740122426,https://i.vimeocdn.com/video/1490208024-94173a1e10392e85a5f99f6d58b44b2846343b68a84c2f37b1171c758e9939cf-d_1920x1080?r=pad,2022-08-16T19:52:59+00:00,2022-11-27T08:09:13+00:00,2022-08-16T19:52:59+00:00
LAPD Class 12-2020 Graduation Ceremony,,2460,https://vimeo.com/565294083,https://i.vimeocdn.com/video/1169052187-abcb383ece55a0e870c83ab852042a3f422ebd67e4b501bf0eddbb3ec12cda9c-d_1920x1080?r=pad,2021-06-20T16:23:25+00:00,2023-05-04T07:12:25+00:00,2021-06-20T16:23:25+00:00
LAPD Class 9-2020 Graduation Ceremony,,2795,https://vimeo.com/524542145,https://i.vimeocdn.com/video/1086345580-46053588cbe616ef3d6d5801e444b9c4b70cf37134538441180cd1b936cc91f4-d_1920x1080?r=pad,2021-03-16T21:58:37+00:00,2023-01-05T22:17:36+00:00,2021-03-16T21:58:37+00:00
