video name,name,duration,link,thumbnail,created_time,modified_time,release_time
Shawn Zhang - LAPD Graduation,Shawn Zhang,170,https://vimeo.com/820910271,https://i.vimeocdn.com/video/1660859606-af10bd03ecf86419fab5ef4d924ed742585cacf9d6fb831461186fd70ea87e0a-d_1920x1080?r=pad,2023-04-25T14:26:32+00:00,2023-05-07T21:41:37+00:00,2023-04-25T14:26:32+00:00
Michael Guerrero - LAPD Graduation,Michael Guerrero,177,https://vimeo.com/820931759,https://i.vimeocdn.com/video/1662327316-6f52ff777fa923b93dae20ba57d5395c2a44f8526581085eac09b30b563b3ee8-d_1920x1080?r=pad,2023-04-25T15:20:00+00:00,2023-05-07T21:15:08+00:00,2023-04-25T15:20:00+00:00
Katherine Burga - LAPD Graduation,Katherine Burga,177,https://vimeo.com/820922529,https://i.vimeocdn.com/video/1662324747-9d896af8d1ce8b31f5fa1bc89b5176495416e19f41646adc8f2542343203a6bf-d_1920x1080?r=pad,2023-04-25T14:56:07+00:00,2023-05-07T21:10:42+00:00,2023-04-25T14:56:07+00:00
Anthony Hidalgo - LAPD Graduation,Anthony Hidalgo,177,https://vimeo.com/820656605,https://i.vimeocdn.com/video/1662346632-c707eac236e0cf9ca4a4926f43e7664fe4f60844a27eeb5a2b45b0bd1d989f5b-d_1920x1080?r=pad,2023-04-24T19:59:59+00:00,2023-05-07T21:40:59+00:00,2023-04-24T19:59:59+00:00
Brandon Matthews - LAPD Graduation,Brandon Matthews,177,https://vimeo.com/820366339,https://i.vimeocdn.com/video/1662349229-a0c9ed469d2051f3261115f3d78379d14a6744a44e63b6eadb376883355d40af-d_1920x1080?r=pad,2023-04-24T01:47:52+00:00,2023-05-07T21:41:00+00:00,2023-04-24T01:47:52+00:00
Danny Abudahab - LAPD Graduation,Danny Abudahab,179,https://vimeo.com/820909397,https://i.vimeocdn.com/video/1660859102-832b7e5e9c32cf874763153b7f2e0f1ade571919956e9e239a8ed52c88e0d055-d_1920x1080?r=pad,2023-04-25T14:24:16+00:00,2023-05-07T21:40:46+00:00,2023-04-25T14:24:16+00:00
Baltazar Valencia LAPD Graduation Video,Baltazar Valencia ,186,https://vimeo.com/748190069,https://i.vimeocdn.com/video/1506052701-3765fe196e26ce6c9309466501a4ba0afcde818510dbc7f50b47b356f1da2143-d_1920x1080?r=pad,2022-09-09T22:10:32+00:00,2022-09-17T23:54:55+00:00,2022-09-09T22:10:32+00:00
Jason Ordonez LAPD Graduation,Jason Ordonez ,187,https://vimeo.com/748195427,https://i.vimeocdn.com/video/1504557317-e7f6cb78b1fcd23de92af65130bab899d0c367e6206fd24ebcfa2708c40f75cb-d_1920x1080?r=pad,2022-09-09T22:40:35+00:00,2022-09-17T23:43:49+00:00,2022-09-09T22:40:35+00:00
Ismael Cruz Zuniga LAPD Graduation,Ismael Cruz Zuniga ,187,https://vimeo.com/748194290,https://i.vimeocdn.com/video/1506049836-a706a92e11f0b552c5daea5b0264807f56076645b23840f8090d1adda99229b6-d_1920x1080?r=pad,2022-09-09T22:34:40+00:00,2022-09-17T23:43:43+00:00,2022-09-09T22:34:40+00:00
Alonzo Watters LAPD Graduation,Alonzo Watters ,187,https://vimeo.com/748188057,https://i.vimeocdn.com/video/1504540514-a37610ab7a6e3559efec0110ef73aed9e43eaaa4ecf9a788ac330f919c20a8a1-d_1920x1080?r=pad,2022-09-09T22:00:19+00:00,2022-09-27T04:09:52+00:00,2022-09-09T22:00:19+00:00
Patricia Garcia LAPD Graduation,Patricia Garcia ,188,https://vimeo.com/748197465,https://i.vimeocdn.com/video/1506046499-da503bc4317b6f9a728ce06f36c9ba8d8c08964826e5e0123f0f45b72576ac9d-d_1920x1080?r=pad,2022-09-09T22:51:46+00:00,2023-03-14T09:12:40+00:00,2022-09-09T22:51:46+00:00
David Zuniga - Class 10-21 - LAPD Graduation Ceremony,David Zuniga,188,https://vimeo.com/710596754,https://i.vimeocdn.com/video/1433216590-ff5edf766f9892bf32b683c29810db612532d8472a5c09ed11805922ae59747f-d_1920x1080?r=pad,2022-05-17T00:51:12+00:00,2022-09-17T23:54:52+00:00,2022-05-17T00:51:12+00:00
Gerardo Figueroa - LAPD Graduation,Gerardo Figueroa,189,https://vimeo.com/820913072,https://i.vimeocdn.com/video/1662340009-746a725b48595de0e4bb24b50fb51526ac679cbb0eddf2e0ca0fdc945f376e4a-d_1920x1080?r=pad,2023-04-25T14:34:19+00:00,2023-05-07T21:13:25+00:00,2023-04-25T14:34:19+00:00
Erick Rodriguez LAPD Graduation,Erick Rodriguez ,191,https://vimeo.com/812923070,https://i.vimeocdn.com/video/1643933763-62a7c7f0b66fe43eaf5961541efd287573d8eafec1f45c1af63197c069b95941-d_1920x1080?r=pad,2023-03-29T18:46:27+00:00,2023-05-07T21:41:17+00:00,2023-03-29T18:46:27+00:00
Christopher Menchaca - LAPD Graduation,Christopher Menchaca,194,https://vimeo.com/820908478,https://i.vimeocdn.com/video/1662344985-ede20bfcd7cfb6bd6d1bc80c4997b61f1c2cfb45e9c768a0062229c9b84db042-d_1920x1080?r=pad,2023-04-25T14:21:49+00:00,2023-05-07T21:41:07+00:00,2023-04-25T14:21:49+00:00
Andrew Milazzo - LAPD Graduation,Andrew Milazzo,194,https://vimeo.com/820360513,https://i.vimeocdn.com/video/1662350225-e1367346da68a1357d7260dd227e420627082928f7aa8a1e7e67d6d977b761b8-d_1920x1080?r=pad,2023-04-24T01:07:04+00:00,2023-05-07T21:41:02+00:00,2023-04-24T01:07:04+00:00
Juan Jose Gonzalez - LAPD Graduation,Juan Jose Gonzalez,195,https://vimeo.com/820920940,https://i.vimeocdn.com/video/1660875915-3a91f0344c51498a8a2aa9b63ae52c282a0730f3e761ff188e82fa18c1a284b0-d_1920x1080?r=pad,2023-04-25T14:53:05+00:00,2023-05-07T21:14:04+00:00,2023-04-25T14:53:05+00:00
Naomi Rivera LAPD Graduation,Naomi Rivera ,196,https://vimeo.com/748196405,https://i.vimeocdn.com/video/1506048435-d3bcf0f5af3d9dff93535bf39a1de19bfc919ed9901720d53771534f57cf1efc-d_1920x1080?r=pad,2022-09-09T22:45:59+00:00,2023-01-10T22:49:15+00:00,2022-09-09T22:45:59+00:00
Trini Aguirre - LAPD Graduation Video,Trini Aguirre,198,https://vimeo.com/820984095,https://i.vimeocdn.com/video/1660964864-02c504f339751715c43acfa639863d84ca712f0276d692232b58f83872ba2a9f-d_1920x1080?r=pad,2023-04-25T17:34:24+00:00,2023-05-07T21:15:50+00:00,2023-04-25T17:34:24+00:00
LAPD Graduation - Shirley Louis Lopez,Shirley Louis Lopez,198,https://vimeo.com/719648652,https://i.vimeocdn.com/video/1449793745-041b31e1ec464ddf20dfc198b5627c9e7568f2cd2266f7ca62f66d691aeff141-d_1920x1080?r=pad,2022-06-12T21:17:59+00:00,2022-10-02T22:40:36+00:00,2022-06-12T21:17:59+00:00
Madison Hills - LAPD Graduation Video,Madison Hills,199,https://vimeo.com/820930959,https://i.vimeocdn.com/video/1662317174-d2c847843d98a12afc6d332b8ed478591ec9f8a78f5297ac65f4a527da354d27-d_1920x1080?r=pad,2023-04-25T15:18:00+00:00,2023-05-07T21:22:17+00:00,2023-04-25T15:18:00+00:00
LAPD Graduation - Imani Holloway,Imani Holloway,201,https://vimeo.com/719653968,https://i.vimeocdn.com/video/1449805787-5bbf92925a8bafb9e9c7ae46174c92cc22adb9d3352119495d2f872e52f7bdb5-d_1920x1080?r=pad,2022-06-12T21:52:12+00:00,2022-10-27T04:39:27+00:00,2022-06-12T21:52:12+00:00
LAPD Graduation - Alexa Santoyo,Alexa Santoyo,202,https://vimeo.com/719658813,https://i.vimeocdn.com/video/1449814883-bdbea3a9e9bd81db28f4beedd3cce1bbe1641b0045048acb5fc489c5d82b73ba-d_1920x1080?r=pad,2022-06-12T22:23:31+00:00,2023-05-03T09:12:07+00:00,2022-06-12T22:23:31+00:00
LAPD Graduation - Christian Kim,Christian Kim,203,https://vimeo.com/719664623,https://i.vimeocdn.com/video/1449829328-c31385a6768f0ebbf2a51ae62863d365b97f1b0cb09f7f4f4c774c16890804d0-d_1920x1080?r=pad,2022-06-12T23:04:25+00:00,2022-11-28T15:48:51+00:00,2022-06-12T23:04:25+00:00
LAPD Graduation - Sabrina Villegas,Sabrina Villegas,203,https://vimeo.com/719661706,https://i.vimeocdn.com/video/1449822342-39d615a4e82ac7ddabcd0122973ac3fcbececbe7781b4d0be962c4cf1cb87e5e-d_1920x1080?r=pad,2022-06-12T22:43:55+00:00,2022-09-17T23:43:48+00:00,2022-06-12T22:43:55+00:00
Kevin Monge LAPD Graduation,Kevin Monge ,204,https://vimeo.com/812927911,https://i.vimeocdn.com/video/1643929605-6b0cc1f5a03ca8068bc6dcfcd94e2e743587fd79d4147be1a67bd15b5a1eb63a-d_1920x1080?r=pad,2023-03-29T19:00:41+00:00,2023-05-07T21:41:23+00:00,2023-03-29T19:00:41+00:00
Jared Perez LAPD Graduation,Jared Perez ,204,https://vimeo.com/768808382,https://i.vimeocdn.com/video/1543394431-7eb9ce26d23f05217b09ec5743cc14a5aa0a96f7fca0df10c468a5a614cbed6b-d_1920x1080?r=pad,2022-11-09T02:22:35+00:00,2023-05-07T21:40:56+00:00,2022-11-09T02:22:35+00:00
LAPD Graduation - David Colvin,David Colvin,204,https://vimeo.com/719656479,https://i.vimeocdn.com/video/1449811960-77df2dbc2fbc4f2f357ba73e676c9af522236437590667cfc76dbb8db57096ef-d_1920x1080?r=pad,2022-06-12T22:08:04+00:00,2023-02-19T01:38:01+00:00,2022-06-12T22:08:04+00:00
LAPD Graduation - Eva Naranjo,Eva Naranjo,204,https://vimeo.com/719636996,https://i.vimeocdn.com/video/1449769747-81685ab514156ce69cddd395b046b7c37c634c4bc29089105ebf23aafe5f6511-d_1920x1080?r=pad,2022-06-12T20:08:00+00:00,2023-01-19T16:27:57+00:00,2022-06-12T20:08:00+00:00
Michael Orozco LAPD Graduation,Michael Orozco ,205,https://vimeo.com/768788201,https://i.vimeocdn.com/video/1543434576-be266fcc3ffc1b94ac92e1ebeb7e648c4ef9fbd5b07cab62a40c56bb96ede3f6-d_1920x1080?r=pad,2022-11-09T00:55:40+00:00,2022-11-09T18:16:47+00:00,2022-11-09T00:55:40+00:00
LAPD Graduation - Erick Uriostegui,Erick Uriostegui,206,https://vimeo.com/810658142,https://i.vimeocdn.com/video/1638325543-8b8515574fa5ba9c7ed197a5d3a65130e484a8376aca744476bf076cd53db65f-d_1920x1080?r=pad,2023-03-22T18:59:49+00:00,2023-05-07T21:41:24+00:00,2023-03-22T18:59:49+00:00
LAPD Graduation - Beatriz Ramirez,Beatriz Ramirez,206,https://vimeo.com/808843912,https://i.vimeocdn.com/video/1633868120-d69bf01e3b6f759ac8b100adf19b44cdc723b9c2af3f0f8fc0eac09a1a93a288-d_1920x1080?r=pad,2023-03-16T20:41:12+00:00,2023-05-07T21:41:40+00:00,2023-03-16T20:41:12+00:00
LAPD Graduation - Sheharyar Janjua,Sheharyar Janjua,206,https://vimeo.com/808832532,https://i.vimeocdn.com/video/1633849282-f8d6bd7ef5f7580768d6decd535bf80f3fdf35f64cec7abbfc54db6075bdeb5f-d_1920x1080?r=pad,2023-03-16T20:04:48+00:00,2023-05-07T21:41:41+00:00,2023-03-16T20:04:48+00:00
MAURO FRANCO LAPD GRADUATION,Mauro Franco,206,https://vimeo.com/768797904,https://i.vimeocdn.com/video/1543437888-e822093c2dfcc109e9a370a965d190830a18c2874aee339522485a5edd4a548b-d_1920x1080?r=pad,2022-11-09T01:37:43+00:00,2023-04-21T06:11:02+00:00,2022-11-09T01:37:43+00:00
Adrian Ferns LAPD Graduation Video.mp4,Adrian Ferns,206,https://vimeo.com/748187008,https://i.vimeocdn.com/video/1506053716-2f2165eecaf12b54afc84ae892b18c82280a974d385f2111a8d554a9e2c6bc0c-d_1920x1080?r=pad,2022-09-09T21:54:55+00:00,2022-09-17T23:54:55+00:00,2022-09-09T21:54:55+00:00
LAPD Graduation - Jesus Tapia,Jesus Tapia,207,https://vimeo.com/808852794,https://i.vimeocdn.com/video/1633897463-7bd177f1b2ac9339b281abfe29e55a436fdadd2f65370854869f573a185796a8-d_1920x1080?r=pad,2023-03-16T21:10:45+00:00,2023-05-07T21:41:01+00:00,2023-03-16T21:10:45+00:00
Andrew Codreanu LAPD Graduation,Andrew Codreanu ,207,https://vimeo.com/768666624,https://i.vimeocdn.com/video/1543430451-0d47a2c597035df23d91c45dc90a97e036816b3daba67a2cf3016d921009081b-d_1920x1080?r=pad,2022-11-08T18:32:19+00:00,2022-11-09T03:57:53+00:00,2022-11-08T18:32:19+00:00
Angel Leon LAPD Graduation Video,Angel Leon ,207,https://vimeo.com/748188989,https://i.vimeocdn.com/video/1504543718-48cf1c5e85a7d5d6c27d1bf8e847a796c667a95ee4036d228088847cce6acf00-d_1920x1080?r=pad,2022-09-09T22:05:10+00:00,2022-09-17T23:54:55+00:00,2022-09-09T22:05:10+00:00
LAPD Graduation - Benjamin Coltharp,Benjamin Coltharp,208,https://vimeo.com/808823514,https://i.vimeocdn.com/video/1633826007-2b0b2b0f1dec7b07242c303b6f61201a34ee0d10a7bc8be5be5dd2812592e565-d_1920x1080?r=pad,2023-03-16T19:36:56+00:00,2023-05-07T21:41:24+00:00,2023-03-16T19:36:56+00:00
Antonio Shim LAPD Graduation,Antonio Shim ,209,https://vimeo.com/768804623,https://i.vimeocdn.com/video/1550462601-e4963296424689a61d2b9d881ae7c319ee02a905b98c8b8b2ab5f2f1e6207f4d-d_1920x1080?r=pad,2022-11-09T02:05:39+00:00,2022-11-27T15:12:30+00:00,2022-11-09T02:05:39+00:00
Ricardo Romero LAPD Graduation,Ricardo Romero ,209,https://vimeo.com/748198761,https://i.vimeocdn.com/video/1506046052-e93fc15d7cda69f1ca960803935fcbc189e21915b333ba8d7863f8538a4feeca-d_1920x1080?r=pad,2022-09-09T22:59:07+00:00,2022-11-30T08:10:06+00:00,2022-09-09T22:59:07+00:00
LAPD Graduation - Juan Carlos Asuncion,Juan Carlos Asuncion,210,https://vimeo.com/808819448,https://i.vimeocdn.com/video/1633820000-a822aca3327433c7e411bfce938081cf8ff74ae3ab259894b31a9d90fb4feede-d_1920x1080?r=pad,2023-03-16T19:24:04+00:00,2023-05-07T21:41:48+00:00,2023-03-16T19:24:04+00:00
Robert Stamolis LAPD Graduation.mp4,Robert Stamolis,210,https://vimeo.com/768786148,https://i.vimeocdn.com/video/1543353700-67d4ed06ece73d23d6162e6dc5d6448abbe151e5c4ed71e7dfa4eb8fa8f0a2e4-d_1920x1080?r=pad,2022-11-09T00:47:32+00:00,2022-11-09T00:51:02+00:00,2022-11-09T00:47:32+00:00
Robert Stamolis LAPD Graduation,Robert Stamolis ,210,https://vimeo.com/768717228,https://i.vimeocdn.com/video/1543433091-4883fd59620f1ad99072c34cff42ee7025b182b8ad2e135d9db75d08c3cde5fc-d_1920x1080?r=pad,2022-11-08T20:52:32+00:00,2023-02-05T04:38:25+00:00,2022-11-08T20:52:32+00:00
Brandon Hernandez LAPD Graduation.mp4,Brandon Hernandez,210,https://vimeo.com/768671692,https://i.vimeocdn.com/video/1543432238-9e09a7d032758f9ebfe011bc8953dc77fa80eb80cdc36bec520c065ebd59688c-d_1920x1080?r=pad,2022-11-08T18:49:24+00:00,2023-01-15T09:38:52+00:00,2022-11-08T18:49:24+00:00
LAPD Graduation - Youliana Arevalo,Youliana Arevalo,211,https://vimeo.com/808813767,https://i.vimeocdn.com/video/1633808330-3ba6454e5ca03a77c37b34a496eaef1d9164f8432506c3950ad3b8d80b21d60d-d_1920x1080?r=pad,2023-03-16T19:06:55+00:00,2023-05-07T21:41:12+00:00,2023-03-16T19:06:55+00:00
LAPD Graduation for Aracely Villa,Aracely Villa,211,https://vimeo.com/731794398,https://i.vimeocdn.com/video/1473325278-43d908eb66f49f331139f74487f84bf2d496d747f5b41be31d0d33b8dbfda895-d_1920x1080?r=pad,2022-07-20T16:13:02+00:00,2023-01-16T22:02:43+00:00,2022-07-20T16:13:02+00:00
LAPD Graduation for Roberto Munoz Garcia,Roberto Munoz Garcia,211,https://vimeo.com/731773278,https://i.vimeocdn.com/video/1473329592-15bf20f1414005de99f717fb0e1de71daa9214562bb36972a242cccf02b646f1-d_1920x1080?r=pad,2022-07-20T15:13:47+00:00,2023-04-30T13:40:56+00:00,2022-07-20T15:13:47+00:00
LAPD GRADUATION - FUAD AJIBOLA,Fuad Ajibola,211,https://vimeo.com/731506378,https://i.vimeocdn.com/video/1472210511-bef0e1985c72b51558b41b0832700f65cf9711f0b69122a59b7110275dd60e5a-d_1920x1080?r=pad,2022-07-19T20:18:04+00:00,2023-04-30T13:41:20+00:00,2022-07-19T20:18:04+00:00
LAPD Graduation for Alejandro Villarreal,Alejandro Villarreal,212,https://vimeo.com/731811337,https://i.vimeocdn.com/video/1473320804-393d863a2b5a11a12cd8b8e3d08e2b5ad334bfa652ff37070ae167f540eaa072-d_1920x1080?r=pad,2022-07-20T17:02:56+00:00,2023-03-03T07:39:58+00:00,2022-07-20T17:02:56+00:00
LAPD Graduation for Gabriela Salazar,Gabriela Salazar,212,https://vimeo.com/731781521,https://i.vimeocdn.com/video/1473326624-2680e2c35b8023ef6dd12aca59498e1a45a1ee72c98f8015183039adb6b41760-d_1920x1080?r=pad,2022-07-20T15:36:57+00:00,2023-04-30T09:39:53+00:00,2022-07-20T15:36:57+00:00
LAPD Graduation for Ziping Li,Ziping Li,213,https://vimeo.com/731761538,https://i.vimeocdn.com/video/1473332950-c22f640706a17c6263d8b79ba6873dff705aaad6c9b9ba32468a9acf3dee3cd7-d_1920x1080?r=pad,2022-07-20T14:43:50+00:00,2023-04-30T13:41:18+00:00,2022-07-20T14:43:50+00:00
LAPD Graduation of Meagan Magdaleno,Meagan Magdaleno,213,https://vimeo.com/731755329,https://i.vimeocdn.com/video/1473306190-1fede4f8ea60cfcd4e855cc0e120de5629b13de1ad7fd62c7b14fbb8f943fc9d-d_1920x1080?r=pad,2022-07-20T14:27:11+00:00,2023-04-30T13:40:43+00:00,2022-07-20T14:27:11+00:00
LAPD Graduation for Irean Guillian,Irean Guillian,213,https://vimeo.com/731725197,https://i.vimeocdn.com/video/1473308880-2c123f9491a24dd152004f19dd38cb9ef147b1af8629a6d735046f014b9c0f29-d_1920x1080?r=pad,2022-07-20T12:57:23+00:00,2022-11-04T08:10:21+00:00,2022-07-20T12:57:23+00:00
LAPD Graduation for Lucero Chavez,Lucero Chavez,213,https://vimeo.com/731520051,https://i.vimeocdn.com/video/1473310484-b889829353137a3503975cfe0ae6adb47314f0fcc8f8aff78db0779615cd24f3-d_1920x1080?r=pad,2022-07-19T21:06:13+00:00,2023-04-18T11:14:26+00:00,2022-07-19T21:06:13+00:00
LAPD Graduation for Raul Zamora,Raul Zamora,214,https://vimeo.com/733228265,https://i.vimeocdn.com/video/1475594028-f15f95512992b92cde7b4992976d9f930a676e6262e59788c73c3db78cdd8fb4-d_1920x1080?r=pad,2022-07-25T13:19:09+00:00,2023-04-15T03:39:35+00:00,2022-07-25T13:19:09+00:00
LAPD Graduation for Maquech Lizarraga,Maquech Lizarraga,214,https://vimeo.com/731494778,https://i.vimeocdn.com/video/1473318128-7d9a69453b40f69b3eda1718e28722db663f20df208b47c3e1f30962f5eee267-d_1920x1080?r=pad,2022-07-19T19:39:50+00:00,2023-04-30T13:41:37+00:00,2022-07-19T19:39:50+00:00
LAPD Graduation of Jonathan Abulei,Jonathan Abulei,215,https://vimeo.com/731500300,https://i.vimeocdn.com/video/1472200007-586987b339de8ff7c3fc120b8a690958c7dd23a14a1a501cfc5ec431cd7f7a12-d_1920x1080?r=pad,2022-07-19T19:57:48+00:00,2023-04-30T13:40:56+00:00,2022-07-19T19:57:48+00:00
LAPD Graduation - Oyuki Tsukamoto,Oyuki Tsukamoto,217,https://vimeo.com/810670683,https://i.vimeocdn.com/video/1638345564-3745efc10fbb3c971aef218a273b0387d545bec16e78aa315d3977009784b1af-d_1920x1080?r=pad,2023-03-22T19:37:28+00:00,2023-05-07T21:41:35+00:00,2023-03-22T19:37:28+00:00
LAPD Graduation - Darlene Quirarte,Darlene Quirarte,217,https://vimeo.com/810669212,https://i.vimeocdn.com/video/1638367040-155a0e0ce3726e70d11120202e5eb6357318cfea6ce13023146beeb5ba595c57-d_1920x1080?r=pad,2023-03-22T19:33:17+00:00,2023-05-07T21:41:17+00:00,2023-03-22T19:33:17+00:00
LAPD Graduation - Ricardo Ibarra,Ricardo Ibarra,218,https://vimeo.com/810658205,https://i.vimeocdn.com/video/1638325345-038e5476676eb2de2bd7ea83e906caa0dd7755df730be3ee30f57e20623a4578-d_1920x1080?r=pad,2023-03-22T18:59:59+00:00,2023-05-07T21:41:11+00:00,2023-03-22T18:59:59+00:00
LAPD Graduation - Jennifer Garcia,Jennifer Garcia,222,https://vimeo.com/808828604,https://i.vimeocdn.com/video/1633834184-9880aa12a44218e5688cd7d6e46ee932c9b4f317ca21f1206412f267a5808370-d_1920x1080?r=pad,2023-03-16T19:52:45+00:00,2023-05-07T21:41:39+00:00,2023-03-16T19:52:45+00:00
LAPD Graduation - Jonathan De Leon,Jonathan De Leon,223,https://vimeo.com/808826492,https://i.vimeocdn.com/video/1633831425-8c789b64f6cd901208f65fdaf7d8b76ae4f912e4d4bf984c2afe2af744f35c4a-d_1920x1080?r=pad,2023-03-16T19:46:29+00:00,2023-05-07T21:41:17+00:00,2023-03-16T19:46:29+00:00
LAPD Graduation - Julie Trace,Julie Trace,225,https://vimeo.com/810654948,https://i.vimeocdn.com/video/1638318149-c5c7c1fef31bc9608bfb232628fe5d723d02c3249d47cb05ec2b58712fd55233-d_1920x1080?r=pad,2023-03-22T18:50:38+00:00,2023-05-07T21:41:03+00:00,2023-03-22T18:50:38+00:00
Erick Flores LAPD Graduation,Erick Flores ,228,https://vimeo.com/768654301,https://i.vimeocdn.com/video/1543429639-e00ca6b0de4a508b7f31718abb1c585e1ffd4cd4c85a8d2a00a818ed489123ff-d_1920x1080?r=pad,2022-11-08T18:01:48+00:00,2022-11-09T06:17:06+00:00,2022-11-08T18:01:48+00:00
LAPD Graduation for Arlen Vera,Arlen Vera,229,https://vimeo.com/731796531,https://i.vimeocdn.com/video/1472758147-014fb58868d5a2a70b8eaedbdfe902f145b9a1ea606fe880b80d08b02f03d3af-d_1920x1080?r=pad,2022-07-20T16:19:23+00:00,2022-09-17T23:44:03+00:00,2022-07-20T16:19:23+00:00
Ryan Johnson - LAPD Graduation Video,Ryan Johnson,232,https://vimeo.com/820982969,https://i.vimeocdn.com/video/1662314800-00ee1e8025e0bd79b9de31412bdc79536348d1f9cb8a48e3401ac1b9354699ae-d_1920x1080?r=pad,2023-04-25T17:31:33+00:00,2023-05-07T21:15:51+00:00,2023-04-25T17:31:33+00:00
Matthew Campos LAPD Graduation,Matthew Campos ,232,https://vimeo.com/768792134,https://i.vimeocdn.com/video/1543365145-2c17b4cee62aad10b2025b4ede81ec8826a1ea879817aa90136bc8c2f9e7158b-d_1920x1080?r=pad,2022-11-09T01:13:32+00:00,2022-11-09T04:09:21+00:00,2022-11-09T01:13:32+00:00
LAPD Graduation - Abdul Shiekh,Abdul Shiekh,234,https://vimeo.com/810668637,https://i.vimeocdn.com/video/1638351935-f3511d1ca72760edce82aa99b515cb833400fb8dbf6d8e8125618df7391b2648-d_1920x1080?r=pad,2023-03-22T19:31:28+00:00,2023-05-07T21:40:50+00:00,2023-03-22T19:31:28+00:00
Cristian Hernandez Juarez LAPD Graduation,Cristian Hernandez Juarez ,239,https://vimeo.com/812949861,https://i.vimeocdn.com/video/1643904509-cc4de9a54fb4e6db7c60ff3ce4213254a07f2c0597fce077e01f352bf50ff81f-d_1920x1080?r=pad,2023-03-29T20:08:49+00:00,2023-05-07T21:41:06+00:00,2023-03-29T20:08:49+00:00
LAPD Graduation - Matthew Rodriguez,Matthew Rodriguez,239,https://vimeo.com/810669731,https://i.vimeocdn.com/video/1638355046-c938e48a8728490f3f60b1c544a856f9875ea30c215032e74edddc40df42d92f-d_1920x1080?r=pad,2023-03-22T19:34:42+00:00,2023-05-07T21:41:14+00:00,2023-03-22T19:34:42+00:00
Jesica Ledezma LAPD Graduation,Jesica Ledezma ,240,https://vimeo.com/768635287,https://i.vimeocdn.com/video/1543123016-4aa45cbeca846715a302092f731593e7df1834887474e5261b1425088a6eca78-d_1920x1080?r=pad,2022-11-08T17:15:30+00:00,2023-02-06T23:20:05+00:00,2022-11-08T17:15:30+00:00
Cameron Huntelman - LAPD Graduation,Cameron Huntelman,242,https://vimeo.com/820685727,https://i.vimeocdn.com/video/1662344133-926f639810c224f96e62d56354b71d061f88ed87940015eb3525723d2cf8fb73-d_1920x1080?r=pad,2023-04-24T21:40:38+00:00,2023-05-07T21:41:04+00:00,2023-04-24T21:40:38+00:00
Dante Serta LAPD Graduation Video,Dante Serta ,243,https://vimeo.com/768831985,https://i.vimeocdn.com/video/1543442120-4f715d9a6aac15840e9641dfd09939a911c0284ec3721519ac259512ffb88cfd-d_1920x1080?r=pad,2022-11-09T04:19:45+00:00,2023-05-07T21:41:15+00:00,2022-11-09T04:19:45+00:00
Samantha Sosa - Class 10-21- LAPD Graduation - 2022,Samantha Sosa,250,https://vimeo.com/710572880,https://i.vimeocdn.com/video/1438175366-4a990ccd546ff64bee9e203211d4a13c9c3fe5e8ef83dc38963f46308b9c471e-d_1920x1080?r=pad,2022-05-16T23:01:23+00:00,2023-05-07T21:41:19+00:00,2022-05-16T23:01:23+00:00
LAPD Graduation - Cecilia Tortola,Cecilia Tortola,256,https://vimeo.com/719651168,https://i.vimeocdn.com/video/1449801746-b13ea0cb5a06f123031a4fd0158bf5a4dbed444d0034bb6ce06adf046be84d0f-d_1920x1080?r=pad,2022-06-12T21:34:27+00:00,2023-04-30T13:41:16+00:00,2022-06-12T21:34:27+00:00
Joahua Kyle's LAPD Graduation,Joahua Kyle,258,https://vimeo.com/740170698,https://i.vimeocdn.com/video/1490205563-a954686699fb982adb30efa939dd58420fee7de1a6325ecac15936529397bd1f-d_1920x1080?r=pad,2022-08-16T22:59:21+00:00,2022-12-14T09:48:21+00:00,2022-08-16T22:59:21+00:00
Yamileth Garcia's LAPD Graduation Video,Yamileth Garcia,258,https://vimeo.com/740105425,https://i.vimeocdn.com/video/1490211977-f0cbf440f6cfa421f6a7a97908ac740d704d51af0f5aebc9957d61b51d812583-d_1920x1080?r=pad,2022-08-16T18:57:55+00:00,2023-02-06T22:40:20+00:00,2022-08-16T18:57:55+00:00
John Martinez's LAPD Graduation,John Martinez,258,https://vimeo.com/740059011,https://i.vimeocdn.com/video/1490215877-80d0279f65e020a084962b07abf792f68201988c80f06a4ef35b8163c94508b2-d_1920x1080?r=pad,2022-08-16T16:31:41+00:00,2023-03-18T12:41:25+00:00,2022-08-16T16:31:41+00:00
Jasmine Gomez's LAPD Graduation,Jasmine Gomez,258,https://vimeo.com/740034083,https://i.vimeocdn.com/video/1489207402-81b13e76c453c2be62dd76be0c51c0f4c6e0bc14e49e1f9c7d0e97ef63c669bf-d_1920x1080?r=pad,2022-08-16T15:19:41+00:00,2023-01-17T03:39:54+00:00,2022-08-16T15:19:41+00:00
Jazmin Lara's LAPD Graduation,Jazmin Lara,259,https://vimeo.com/inboundfilmsproductions/jazminlara,https://i.vimeocdn.com/video/1489202132-a92d169bcfc083e01832297e1374bf00911a07f9151a68f5a52f92098dbfb380-d_1920x1080?r=pad,2022-08-16T15:10:04+00:00,2022-11-29T10:12:55+00:00,2022-08-16T15:10:04+00:00
